Date,Store,StoreType,Sales,Customers,Promo,Holiday,DayOfWeek,CompetitionDistance
2024-11-01,S04,C,230.13,11,0,0,4,863.1
2023-08-07,S05,B,184.98,9,0,0,0,1119.2
2023-05-02,S06,A,118.08,5,0,0,1,665.8
2024-05-19,S06,A,106.32,4,0,0,6,1534.1
2024-09-30,S02,A,287.5,12,0,0,0,1812.0
2023-01-05,S02,A,355.57,11,0,0,3,579.4
2023-04-15,S02,A,357.29,15,0,0,5,892.6
2024-12-15,S05,B,256.24,23,0,0,6,741.7
2023-09-09,S04,C,291.35,14,0,0,5,906.7
2024-08-20,S10,A,205.08,9,0,0,1,1168.5
2024-06-12,S09,C,108.2,5,0,0,2,934.6
2024-04-23,S10,A,223.79,15,0,0,1,898.3
2023-08-29,S07,A,89.98,3,0,0,1,665.6
2023-12-24,S02,A,455.75,36,0,0,6,423.0
2024-10-04,S05,B,305.75,13,1,0,4,1260.3
2023-06-13,S03,A,109.97,4,0,0,1,493.4
2023-07-29,S05,B,241.84,14,0,0,5,1276.0
2024-05-02,S09,C,124.28,5,0,0,3,1178.9
2023-01-17,S08,A,99.97,4,0,0,1,1572.8
2023-12-08,S09,C,129.27,5,0,0,4,1014.7
2024-08-24,S09,C,165.09,9,0,0,5,1137.3
2024-01-31,S05,B,252.98,13,0,0,2,1187.0
2023-04-13,S06,A,107.79,4,0,0,3,1545.4
2024-01-23,S03,A,146.8,6,0,0,1,895.2
2023-12-05,S07,A,144.33,11,0,0,1,1150.8
2023-08-11,S10,A,154.8,9,0,0,4,722.4
2023-12-24,S09,C,114.23,4,0,0,6,704.7
2023-02-23,S09,C,224.86,10,1,0,3,945.9
2024-04-18,S09,C,118.42,5,0,0,3,1214.7
2024-11-09,S04,C,275.79,12,0,0,5,1319.6
2024-04-01,S02,A,305.71,11,0,0,0,1259.6
2023-08-08,S10,A,190.28,6,1,0,1,817.7
2024-11-22,S10,A,262.73,12,0,0,4,966.1
2024-01-04,S06,A,101.18,6,0,0,3,776.5
2024-02-28,S10,A,309.69,20,1,0,2,565.8
2023-11-20,S06,A,152.72,6,0,0,0,757.3
2023-04-11,S10,A,172.02,8,0,0,1,1134.8
2023-05-13,S01,C,375.07,18,0,0,5,780.5
2024-01-29,S05,B,201.33,9,0,0,0,846.1
2023-04-19,S05,B,238.1,10,0,0,2,1191.6
2024-07-06,S01,C,239.6,15,0,0,5,1256.7
2023-03-24,S09,C,146.1,8,0,0,4,835.1
2023-02-21,S02,A,295.22,24,0,0,1,955.7
2024-09-06,S01,C,326.5,12,1,0,4,782.6
2023-06-13,S05,B,197.26,8,0,0,1,691.8
2023-07-07,S02,A,261.02,36,0,0,4,1027.9
2024-06-11,S04,C,198.12,8,0,0,1,1222.9
2023-04-27,S09,C,110.37,5,0,0,3,849.5
2024-08-01,S08,A,133.52,6,0,0,3,1285.3
2024-01-16,S04,C,198.13,20,0,0,1,1459.1
2024-05-12,S10,A,196.23,9,0,0,6,999.4
2023-08-15,S04,C,222.08,12,0,0,1,1206.2
2024-11-21,S03,A,146.04,9,0,0,3,1107.9
2024-04-16,S07,A,106.17,5,0,0,1,1216.8
2024-10-05,S08,A,130.09,6,0,0,5,765.9
2023-03-13,S02,A,274.01,15,0,0,0,1177.5
2023-06-05,S01,C,238.69,11,0,0,0,925.4
2023-05-07,S04,C,267.49,14,0,0,6,1391.0
2023-07-11,S03,A,133.04,7,0,0,1,1173.8
2023-04-04,S03,A,99.35,5,0,0,1,1171.9
2023-04-10,S08,A,123.43,6,0,0,0,1180.6
2024-02-13,S08,A,151.21,8,0,0,1,973.2
2024-09-03,S01,C,282.38,17,0,0,1,991.6
2023-05-30,S10,A,131.17,9,0,0,1,1323.1
2024-03-22,S08,A,138.45,8,0,0,4,706.7
2023-06-24,S02,A,454.64,31,0,0,5,721.4
2024-11-30,S07,A,203.07,15,1,0,5,857.2
2023-07-11,S07,A,85.66,4,0,0,1,994.6
2024-01-30,S02,A,252.13,10,0,0,1,1371.3
2023-01-18,S10,A,214.11,12,0,0,2,884.6
2024-06-06,S01,C,203.43,9,0,0,3,1258.0
2024-08-15,S05,B,236.49,16,0,0,3,521.7
2023-05-29,S09,C,108.52,4,0,0,0,826.0
2023-04-15,S07,A,117.05,4,0,0,5,1142.0
2023-01-04,S02,A,300.66,23,0,0,2,901.7
2024-10-29,S08,A,105.27,4,0,0,1,1355.8
2024-06-26,S03,A,130.56,7,0,0,2,1096.8
2023-01-17,S09,C,125.31,7,0,0,1,804.8
2024-03-11,S03,A,136.96,7,1,0,0,888.1
2024-02-06,S06,A,115.54,5,0,0,1,1075.4
2024-08-17,S04,C,224.71,11,0,0,5,951.8
2024-10-21,S07,A,115.48,4,0,0,0,289.9
2024-09-02,S08,A,119.33,8,0,0,0,1262.7
2024-09-21,S02,A,403.82,15,0,0,5,823.0
2024-03-10,S04,C,278.98,16,0,0,6,1099.6
2024-06-09,S03,A,151.3,8,0,0,6,975.4
2024-04-19,S04,C,240.23,12,0,0,4,1183.7
2023-09-05,S02,A,387.76,34,0,0,1,1120.0
2023-11-28,S06,A,127.39,7,1,0,1,465.4
2024-05-05,S09,C,192.44,8,0,0,6,897.6
2023-07-17,S09,C,106.34,4,0,0,0,1502.0
2024-09-23,S08,A,150.21,6,1,0,0,778.1
2023-03-23,S02,A,321.59,17,0,0,3,947.7
2024-08-03,S06,A,137.97,6,0,0,5,854.1
2023-03-16,S04,C,202.61,8,0,0,3,1302.3
2024-12-16,S02,A,353.45,28,0,0,0,1005.4
2023-04-23,S09,C,163.19,10,1,0,6,1331.8
2023-12-20,S09,C,158.68,7,0,0,2,1054.5
2024-05-31,S05,B,170.17,11,0,0,4,950.7
2024-03-06,S07,A,97.59,6,0,0,2,750.4
2024-02-21,S02,A,256.53,13,0,0,2,1317.1
2023-08-11,S02,A,402.49,26,1,0,4,187.7
2024-04-28,S08,A,137.35,7,0,0,6,915.3
2024-03-31,S05,B,170.5,7,0,0,6,1467.6
2023-02-20,S01,C,218.67,13,0,0,0,1233.5
2023-02-13,S08,A,141.2,6,0,0,0,1245.3
2024-02-23,S01,C,244.22,13,0,0,4,742.3
2024-05-15,S09,C,106.85,5,0,0,2,1150.1
2023-09-20,S04,C,265.08,8,0,0,2,1217.5
2023-11-04,S02,A,386.07,14,0,1,5,1159.9
2023-01-09,S01,C,249.81,11,0,0,0,762.2
2024-11-26,S07,A,120.2,7,0,0,1,1238.9
2023-06-10,S09,C,137.7,6,0,0,5,981.2
2023-11-10,S03,A,142.61,8,0,0,4,1191.1
2024-07-25,S02,A,284.24,13,0,0,3,907.8
2023-06-10,S01,C,256.93,19,0,0,5,1152.1
2024-12-05,S07,A,119.24,8,0,0,3,1048.0
2023-10-22,S02,A,407.64,30,0,0,6,805.3
2024-09-06,S08,A,122.4,5,0,0,4,1147.5
2023-10-29,S03,A,173.61,7,0,0,6,1009.9
2024-08-29,S04,C,217.2,11,0,0,3,1202.4
2024-01-07,S01,C,333.25,15,0,0,6,527.1
2024-08-25,S03,A,153.58,7,0,0,6,1237.9
2023-12-20,S03,A,168.47,7,0,0,2,1149.9
2023-02-23,S05,B,203.68,11,0,0,3,806.2
2024-03-10,S08,A,189.07,12,0,0,6,854.3
2023-05-09,S08,A,137.94,7,0,0,1,763.2
2023-02-28,S06,A,99.36,4,0,0,1,1412.1
2023-07-11,S09,C,102.49,4,0,0,1,941.3
2023-05-13,S09,C,109.84,4,0,0,5,1072.9
2023-10-30,S05,B,263.92,8,0,0,0,520.7
2023-07-26,S10,A,166.33,9,0,0,2,1038.8
2024-10-23,S06,A,100.4,3,0,0,2,823.4
2023-10-16,S03,A,133.65,6,0,0,0,339.1
2024-02-01,S01,C,245.18,13,0,0,3,1025.0
2024-09-04,S06,A,94.59,5,0,0,2,396.4
2024-12-21,S04,C,237.81,8,0,0,5,1556.2
2023-06-05,S10,A,167.05,7,0,0,0,1331.7
2023-06-20,S04,C,196.35,6,0,0,1,1024.3
2023-09-07,S09,C,159.47,9,1,0,3,682.2
2024-11-15,S08,A,164.92,7,0,0,4,1043.7
2023-06-05,S05,B,181.02,7,0,0,0,830.3
2023-04-13,S05,B,258.34,15,0,0,3,1060.7
2023-07-10,S06,A,99.85,5,0,0,0,872.3
2023-07-06,S08,A,117.07,4,0,0,3,968.9
2023-09-20,S09,C,135.28,5,0,0,2,1042.5
2023-09-01,S10,A,183.28,16,0,0,4,1373.0
2024-06-17,S10,A,180.91,7,0,0,0,754.3
2024-10-26,S03,A,125.19,5,0,0,5,800.6
2023-05-24,S09,C,147.41,10,0,0,2,877.2
2024-02-16,S10,A,174.52,8,0,0,4,1014.1
2024-12-23,S09,C,155.48,8,0,0,0,960.5
2023-02-10,S02,A,303.75,15,0,0,4,1163.0
2023-05-23,S10,A,219.33,9,0,0,1,1055.7
2023-01-16,S08,A,115.12,4,0,0,0,309.4
2024-10-03,S09,C,101.32,5,0,0,3,1723.7
2023-05-21,S07,A,119.35,14,1,0,6,1097.3
2024-10-20,S05,B,356.59,21,1,0,6,1015.7
2024-02-11,S04,C,294.66,11,0,0,6,727.6
2024-05-25,S07,A,125.79,5,0,0,5,868.5
2024-03-06,S06,A,107.81,5,0,0,2,1105.9
2024-04-21,S04,C,208.68,12,0,0,6,1383.5
2024-02-09,S09,C,142.2,5,0,0,4,894.2
2024-06-13,S02,A,308.36,22,0,0,3,1060.0
2023-12-03,S07,A,141.01,5,0,0,6,880.0
2024-02-29,S08,A,140.41,7,0,0,3,1451.3
2023-02-27,S04,C,239.54,12,0,0,0,869.4
2024-06-20,S08,A,132.84,7,0,0,3,1212.1
2024-03-11,S04,C,229.83,7,0,0,0,1125.2
2023-08-01,S05,B,237.54,12,0,0,1,1335.7
2023-09-29,S07,A,99.16,4,0,0,4,1079.1
2023-02-23,S06,A,115.32,4,0,0,3,714.0
2024-05-19,S10,A,315.63,17,1,0,6,1048.3
2023-09-05,S01,C,245.81,13,0,0,1,1315.7
2023-08-16,S04,C,295.85,10,0,0,2,836.9
2024-05-17,S08,A,133.85,6,0,0,4,979.2
2023-09-13,S01,C,231.13,11,0,0,2,1331.1
2023-10-28,S03,A,169.0,7,0,0,5,939.2
2024-02-21,S01,C,255.32,16,0,0,2,928.9
2023-04-20,S08,A,172.22,7,0,0,3,253.7
2023-04-18,S05,B,275.3,12,1,0,1,1411.2
2023-08-30,S06,A,137.89,6,1,0,2,811.3
2024-03-24,S04,C,305.64,14,0,0,6,756.1
2023-02-17,S04,C,241.19,9,0,0,4,1152.4
2024-03-20,S02,A,413.97,15,1,0,2,1005.4
2024-10-11,S06,A,98.48,4,0,0,4,1134.2
2023-07-09,S05,B,238.61,13,0,0,6,697.9
2023-09-06,S09,C,103.38,5,0,0,2,1633.4
2023-06-05,S09,C,116.83,4,1,0,0,1246.8
2023-10-26,S05,B,213.5,11,0,0,3,718.5
2023-02-16,S10,A,166.66,8,0,0,3,1450.4
2023-06-22,S02,A,305.77,12,0,0,3,1004.8
2023-04-19,S08,A,118.13,4,0,0,2,1013.8
2024-07-18,S10,A,160.24,7,0,0,3,896.7
2023-09-22,S08,A,108.22,4,0,0,4,1086.4
2023-01-25,S08,A,130.72,6,0,0,2,616.1
2024-04-30,S06,A,125.37,5,1,0,1,925.8
2023-08-08,S02,A,323.76,12,0,0,1,859.1
2024-02-20,S08,A,145.09,6,0,0,1,686.0
2023-04-29,S02,A,438.35,20,0,0,5,676.8
2023-06-16,S10,A,150.08,7,0,0,4,1146.3
2023-04-16,S07,A,118.25,7,0,0,6,971.0
2023-10-15,S07,A,110.02,8,0,0,6,1194.1
2024-07-23,S09,C,80.17,3,0,0,1,1044.3
2024-09-02,S09,C,131.95,7,0,0,0,967.4
2023-01-23,S09,C,141.05,7,0,0,0,633.4
2023-05-05,S05,B,244.45,10,0,0,4,394.5
2023-10-16,S02,A,301.01,29,0,0,0,1055.5
2023-01-02,S08,A,118.16,5,0,0,0,884.5
2024-07-16,S09,C,141.16,13,0,0,1,1051.9
2024-09-03,S09,C,166.37,5,0,0,1,655.5
2024-03-16,S06,A,128.0,4,0,0,5,1155.2
2024-09-20,S05,B,243.13,14,0,0,4,638.7
2024-04-11,S09,C,106.17,5,0,0,3,1744.2
2023-05-09,S02,A,395.74,16,0,0,1,588.5
2023-09-27,S02,A,242.49,11,0,0,2,761.5
2024-01-31,S06,A,142.11,16,1,0,2,661.3
2023-05-23,S02,A,312.68,13,0,0,1,912.5
2023-11-15,S05,B,247.69,13,0,0,2,1166.7
2024-01-29,S08,A,129.5,4,0,0,0,624.6
2023-03-27,S07,A,95.18,4,0,0,0,1257.5
2024-06-11,S08,A,106.98,7,0,0,1,1429.6
2024-05-05,S02,A,280.8,9,0,0,6,1228.9
2023-11-07,S01,C,331.89,14,0,0,1,1126.4
2023-09-12,S04,C,257.21,16,0,0,1,1118.5
2023-02-24,S04,C,235.49,14,0,0,4,1255.8
2024-06-20,S10,A,150.59,7,0,0,3,1235.5
2024-01-17,S08,A,108.37,7,0,0,2,743.3
2023-03-27,S09,C,92.21,3,0,0,0,1786.2
2024-04-08,S09,C,116.04,21,0,0,0,1027.7
2023-06-04,S06,A,170.89,12,1,0,6,125.7
2023-09-06,S02,A,234.47,8,0,0,2,1236.5
2023-09-02,S07,A,141.74,8,0,0,5,1005.4
2024-01-18,S08,A,124.71,7,0,0,3,1100.9
2023-07-30,S08,A,131.12,4,0,0,6,997.7
2023-01-10,S07,A,98.26,5,0,0,1,1084.3
2023-06-01,S06,A,93.64,4,0,0,3,1175.3
2023-11-20,S02,A,347.99,21,0,0,0,931.6
2024-07-22,S05,B,153.58,6,0,0,0,1727.8
2024-06-23,S02,A,354.21,23,0,0,6,766.2
2023-07-03,S10,A,132.15,10,0,0,0,1188.0
2023-01-16,S07,A,97.78,5,0,0,0,840.8
2024-07-12,S05,B,234.3,9,1,0,4,814.8
2023-06-03,S10,A,221.08,11,0,0,5,148.7
2023-06-17,S01,C,265.72,13,0,0,5,1479.5
2024-01-20,S03,A,154.51,6,0,0,5,1087.0
2024-04-08,S02,A,390.73,17,1,0,0,975.7
2023-11-29,S01,C,293.71,12,0,0,2,678.8
2024-06-22,S02,A,378.1,20,0,0,5,918.8
2023-03-11,S07,A,148.76,6,0,0,5,864.0
2023-02-12,S06,A,158.34,7,0,0,6,1042.5
2024-04-30,S03,A,163.41,10,0,0,1,495.4
2023-03-13,S03,A,145.91,10,0,0,0,1030.6
2023-03-22,S01,C,271.36,15,0,0,2,783.5
2023-10-29,S02,A,376.7,17,0,0,6,646.1
2024-09-19,S03,A,126.89,6,0,0,3,1468.8
2023-04-16,S08,A,124.69,5,0,0,6,1182.5
2023-02-14,S08,A,139.76,5,0,0,1,1000.9
2024-01-05,S04,C,237.16,8,0,0,4,1468.7
2024-05-18,S08,A,145.46,8,0,0,5,1057.7
2023-05-14,S06,A,81.77,4,0,0,6,1177.8
2023-03-01,S03,A,133.56,7,0,0,2,816.5
2024-02-08,S10,A,166.26,10,0,0,3,1144.6
2023-11-08,S05,B,256.61,12,0,0,2,1419.0
2024-01-22,S02,A,307.25,12,0,0,0,1139.3
2023-01-14,S02,A,370.19,20,0,0,5,1549.4
2024-05-09,S10,A,212.74,10,0,0,3,1099.0
2024-03-28,S03,A,113.23,6,0,0,3,1179.9
2024-12-10,S01,C,282.98,13,0,0,1,1249.9
2023-09-30,S09,C,124.3,5,0,0,5,1016.2
2023-03-04,S05,B,278.68,10,0,0,5,907.6
2024-08-28,S03,A,186.9,7,1,0,2,1015.1
2023-04-07,S06,A,65.38,2,0,0,4,2177.9
2024-12-19,S03,A,158.19,6,0,0,3,1435.2
2023-11-13,S07,A,146.84,7,0,0,0,1019.8
2023-06-17,S08,A,140.15,6,0,0,5,1376.3
2024-06-30,S02,A,288.93,30,0,0,6,1081.3
2023-03-17,S07,A,109.35,5,0,0,4,848.7
2023-12-17,S06,A,123.18,4,0,0,6,1289.8
2024-01-25,S02,A,209.03,13,0,0,3,1631.5
2023-06-22,S10,A,148.51,5,0,0,3,1064.1
2023-09-02,S06,A,122.33,10,0,0,5,1090.4
2023-01-10,S04,C,240.16,10,0,0,1,884.4
2023-10-11,S04,C,357.82,20,1,0,2,1319.3
2024-01-07,S09,C,176.75,9,0,0,6,688.4
2023-12-02,S03,A,144.98,6,0,0,5,933.2
2024-07-20,S01,C,272.42,37,0,0,5,1016.6
2024-08-20,S04,C,172.75,8,0,0,1,1254.8
2023-12-24,S04,C,310.2,30,0,0,6,1060.4
2023-09-12,S01,C,250.6,15,0,0,1,759.3
2023-09-12,S03,A,130.27,10,0,0,1,1330.5
2024-06-03,S09,C,133.45,6,0,0,0,1053.9
2023-04-18,S06,A,102.27,3,0,0,1,703.6
2023-03-18,S05,B,282.08,17,1,0,5,1025.6
2024-01-22,S03,A,113.0,6,0,0,0,818.2
2023-02-17,S07,A,105.29,4,0,0,4,933.6
2023-08-19,S02,A,349.2,16,0,0,5,860.1
2024-12-21,S07,A,135.69,3,0,0,5,1141.9
2024-07-17,S10,A,196.75,9,1,0,2,1042.7
2023-08-15,S09,C,132.42,8,0,0,1,740.8
2023-07-05,S09,C,93.11,5,0,0,2,706.0
2024-12-17,S03,A,155.97,9,0,0,1,886.2
2023-06-20,S03,A,123.87,8,0,0,1,691.0
2023-10-28,S02,A,384.35,27,0,0,5,417.3
2024-01-11,S08,A,124.39,5,0,0,3,850.2
2023-05-23,S06,A,101.2,6,0,0,1,969.6
2024-05-20,S01,C,233.55,17,0,0,0,1177.1
2023-03-17,S03,A,118.12,16,0,0,4,1266.1
2023-09-19,S09,C,121.46,8,0,0,1,699.8
2023-10-09,S06,A,116.02,3,0,0,0,744.6
2024-08-01,S04,C,195.15,8,0,0,3,980.7
2023-02-05,S02,A,329.06,19,0,0,6,1078.2
2023-02-18,S08,A,158.02,10,0,0,5,632.7
2024-01-12,S09,C,157.97,8,1,0,4,702.1
2023-05-11,S03,A,101.03,4,0,0,3,1397.6
2023-05-08,S08,A,145.61,11,0,0,0,841.5
2024-08-24,S03,A,169.97,6,0,0,5,630.4
2023-06-25,S09,C,148.94,11,0,0,6,877.1
2024-12-26,S09,C,165.73,11,1,0,3,1526.5
2024-07-21,S09,C,134.21,6,0,0,6,1009.4
2024-01-02,S09,C,118.81,6,0,0,1,1325.3
2023-02-26,S02,A,301.5,11,0,0,6,1097.3
2023-09-25,S04,C,149.92,8,0,0,0,1293.4
2023-12-23,S04,C,308.74,12,0,0,5,848.4
2023-04-07,S01,C,265.74,15,1,0,4,328.5
2023-12-15,S03,A,131.23,7,0,0,4,1232.1
2023-02-03,S05,B,200.7,8,0,0,4,1017.9
2024-12-29,S09,C,224.75,8,0,0,6,1083.4
2023-07-22,S01,C,287.74,15,0,0,5,1014.8
2024-04-12,S02,A,313.39,15,0,0,4,684.0
2023-09-24,S05,B,255.52,15,0,0,6,1491.7
2024-10-17,S06,A,162.19,10,1,0,3,964.2
2023-07-31,S10,A,131.58,10,0,0,0,536.5
2023-01-03,S04,C,250.36,9,0,0,1,806.5
2023-05-29,S04,C,192.17,10,0,0,0,1449.0
2024-05-30,S02,A,327.79,11,0,0,3,1250.5
2024-04-05,S02,A,346.13,17,0,0,4,859.6
2024-11-05,S05,B,167.18,9,0,1,1,783.0
2024-08-12,S02,A,430.73,25,1,0,0,1170.2
2024-02-29,S01,C,266.91,17,0,0,3,592.0
2024-02-19,S02,A,339.12,19,1,0,0,1259.3
2024-07-22,S03,A,100.8,4,0,0,0,1142.1
2024-01-12,S02,A,291.36,17,0,0,4,896.0
2024-12-26,S05,B,231.84,14,0,0,3,572.5
2023-02-14,S06,A,102.19,5,0,0,1,898.9
2024-08-24,S05,B,309.04,16,0,0,5,603.8
2023-08-05,S05,B,257.98,17,0,0,5,1287.4
2024-08-31,S01,C,267.63,13,0,0,5,1058.5
2024-09-26,S03,A,132.64,6,0,0,3,1050.6
2023-10-21,S03,A,170.09,6,0,0,5,845.8
2024-12-05,S04,C,254.0,13,0,0,3,810.9
2024-09-26,S09,C,124.78,5,0,0,3,1029.5
2023-10-18,S08,A,135.92,6,0,0,2,1057.6
2023-04-08,S01,C,315.85,19,0,0,5,839.4
2024-05-25,S06,A,161.48,8,0,0,5,425.2
2024-09-24,S05,B,203.48,7,0,0,1,1036.8
2023-08-11,S04,C,230.77,13,0,0,4,1210.8
2023-12-15,S01,C,365.41,18,1,0,4,904.5
2024-08-22,S01,C,225.43,10,0,0,3,1034.7
2023-09-11,S05,B,181.68,8,0,0,0,1145.6
2023-11-29,S07,A,107.12,6,0,0,2,696.2
2023-03-26,S03,A,157.23,5,0,0,6,1126.0
2023-11-26,S07,A,127.03,4,0,0,6,1076.8
2024-10-17,S05,B,196.75,7,0,0,3,1068.3
2024-07-03,S02,A,232.65,12,0,0,2,1349.3
2023-06-08,S03,A,101.18,6,0,0,3,1041.6
2023-09-10,S07,A,131.89,5,1,0,6,831.4
2023-10-31,S04,C,228.52,9,0,0,1,850.0
2024-05-09,S03,A,188.8,7,1,0,3,1134.6
2024-04-03,S07,A,102.58,3,0,0,2,1215.5
2023-12-29,S06,A,192.88,7,1,0,4,415.1
2024-03-06,S08,A,122.01,17,0,0,2,1121.6
2023-07-31,S09,C,118.22,3,0,0,0,376.9
2023-12-22,S01,C,319.9,17,0,0,4,934.2
2023-04-28,S05,B,341.88,20,1,0,4,710.3
2023-12-20,S10,A,262.92,24,0,0,2,921.2
2023-02-07,S09,C,145.56,5,0,0,1,926.8
2023-04-25,S10,A,185.91,10,0,0,1,758.5
2024-05-07,S04,C,230.29,9,0,0,1,755.4
2024-09-05,S02,A,283.17,11,0,0,3,977.2
2023-01-20,S10,A,186.13,8,0,0,4,706.4
2024-01-17,S06,A,125.44,5,1,0,2,1177.9
2024-05-04,S09,C,109.73,5,0,0,5,1168.1
2023-04-13,S03,A,148.77,7,1,0,3,1526.5
2023-04-30,S10,A,212.96,11,0,0,6,1302.1
2024-02-03,S03,A,120.07,7,0,0,5,1173.2
2024-11-30,S09,C,174.81,6,0,0,5,774.0
2024-07-18,S03,A,115.97,6,0,0,3,768.3
2023-06-24,S08,A,156.16,6,0,0,5,747.3
2024-04-16,S04,C,224.25,13,0,0,1,1104.1
2024-08-05,S10,A,148.72,7,0,0,0,1283.7
2024-12-25,S09,C,149.02,8,0,0,2,703.7
2023-10-03,S02,A,330.83,12,0,0,1,692.4
2023-08-23,S09,C,115.51,5,0,0,2,1239.4
2024-06-29,S05,B,166.1,8,0,0,5,780.6
2023-08-03,S10,A,174.9,8,1,0,3,861.6
2024-02-08,S03,A,112.65,4,0,0,3,1403.5
2024-01-08,S03,A,146.73,7,0,0,0,618.9
2024-03-01,S09,C,134.85,9,0,0,4,953.9
2023-12-09,S09,C,183.46,9,0,0,5,1036.4
2024-08-31,S05,B,266.21,14,0,0,5,780.5
2023-07-04,S05,B,188.13,9,0,0,1,1394.7
2024-08-30,S05,B,215.69,9,0,0,4,1244.8
2024-03-26,S05,B,246.83,11,0,0,1,479.0
2024-04-18,S01,C,243.6,13,0,0,3,1426.1
2024-08-28,S09,C,124.73,4,0,0,2,913.7
2024-03-15,S03,A,162.86,9,0,0,4,939.9
2023-09-30,S07,A,115.57,30,0,0,5,1227.1
2024-08-21,S08,A,117.02,4,0,0,2,808.9
2024-03-16,S08,A,157.05,8,0,0,5,1430.8
2024-01-23,S08,A,174.32,7,0,0,1,900.8
2024-11-04,S10,A,212.1,8,0,1,0,1000.6
2023-12-07,S10,A,209.63,13,0,0,3,1026.0
2024-08-28,S08,A,115.89,4,0,0,2,1161.7
2024-03-29,S09,C,114.72,5,0,0,4,1745.6
2024-09-14,S07,A,120.62,5,0,0,5,909.6
2024-09-28,S02,A,326.42,12,0,0,5,968.5
2023-04-18,S09,C,140.26,5,0,0,1,615.9
2023-10-28,S08,A,123.0,5,0,0,5,1482.4
2024-03-17,S08,A,135.43,7,0,0,6,1029.1
2023-02-24,S08,A,122.26,5,0,0,4,1423.7
2024-04-19,S03,A,115.11,6,0,0,4,1541.3
2023-06-06,S06,A,104.64,3,0,0,1,940.5
2024-08-17,S07,A,116.78,5,0,0,5,1219.0
2023-11-05,S01,C,337.41,16,0,1,6,1234.6
2024-04-07,S03,A,149.36,6,0,0,6,1215.5
2023-06-25,S06,A,132.19,7,0,0,6,754.4
2024-10-11,S07,A,113.47,3,0,0,4,677.5
2023-06-08,S07,A,108.84,7,0,0,3,800.4
2024-05-21,S01,C,250.11,13,1,0,1,880.2
2024-11-22,S02,A,379.08,19,0,0,4,1608.7
2024-07-09,S07,A,94.34,8,0,0,1,1025.6
2023-12-16,S08,A,158.68,9,0,0,5,1025.5
2024-07-30,S08,A,121.84,9,0,0,1,697.4
2024-06-07,S06,A,78.43,4,0,0,4,1417.3
2023-10-12,S06,A,112.65,3,0,0,3,1213.0
2023-04-28,S06,A,112.12,3,0,0,4,647.8
2023-10-21,S08,A,151.74,6,0,0,5,1099.2
2024-09-23,S03,A,130.14,4,0,0,0,1263.5
2024-12-14,S09,C,167.14,8,0,0,5,674.6
2024-03-01,S02,A,242.87,13,0,0,4,1066.0
2024-07-08,S08,A,114.75,7,0,0,0,1098.1
2023-02-21,S09,C,136.1,5,0,0,1,932.1
2023-03-03,S02,A,283.47,12,0,0,4,1086.1
2024-03-31,S07,A,146.45,5,0,0,6,1009.9
2024-02-02,S09,C,135.43,5,0,0,4,887.2
2024-03-21,S05,B,203.62,10,0,0,3,752.1
2024-05-29,S09,C,140.55,7,0,0,2,807.2
2024-01-13,S04,C,290.68,12,0,0,5,760.8
2023-02-19,S02,A,323.12,13,0,0,6,1004.4
2023-11-01,S05,B,267.19,21,0,0,2,1073.2
2023-09-18,S04,C,258.83,13,0,0,0,423.2
2023-02-02,S04,C,252.92,15,0,0,3,570.8
2023-10-27,S07,A,94.19,3,0,0,4,1457.4
2024-02-14,S05,B,230.56,11,0,0,2,1196.8
2023-07-16,S07,A,125.85,6,0,0,6,1011.3
2024-05-13,S09,C,118.92,5,0,0,0,1029.6
2024-10-24,S10,A,193.33,10,0,0,3,645.5
2023-11-10,S02,A,380.69,16,0,0,4,990.6
2023-11-23,S04,C,315.7,14,0,0,3,819.7
2024-12-31,S01,C,314.01,11,0,0,1,1072.5
2023-06-26,S01,C,244.2,9,0,0,0,807.7
2024-10-03,S01,C,257.84,16,0,0,3,550.6
2023-02-02,S05,B,192.69,10,0,0,3,1252.2
2024-01-11,S04,C,228.56,13,0,0,3,681.0
2024-06-26,S05,B,174.82,7,0,0,2,639.5
2024-09-18,S07,A,135.48,7,0,0,2,500.6
2023-02-28,S07,A,114.65,4,0,0,1,1483.7
2024-03-12,S09,C,94.25,8,0,0,1,1107.5
2023-06-30,S04,C,185.03,10,0,0,4,1335.6
2024-08-08,S03,A,127.25,5,0,0,3,1117.9
2023-03-12,S07,A,136.54,4,0,0,6,231.3
2024-03-12,S07,A,107.68,5,0,0,1,1029.7
2024-09-12,S08,A,89.29,4,0,0,3,988.9
2024-08-10,S03,A,165.0,7,0,0,5,1056.6
2023-04-28,S03,A,142.25,5,0,0,4,761.3
2023-06-04,S05,B,243.78,14,0,0,6,1115.9
2024-12-12,S07,A,98.08,4,0,0,3,1609.3
2024-10-21,S08,A,145.33,7,0,0,0,844.0
2024-09-06,S03,A,119.75,6,0,0,4,1011.8
2024-12-12,S04,C,247.51,9,0,0,3,1508.7
2024-02-15,S02,A,273.52,16,0,0,3,1121.5
2023-01-21,S09,C,128.05,8,0,0,5,1478.0
2024-01-06,S04,C,256.08,10,0,0,5,598.1
2023-03-16,S08,A,159.51,13,0,0,3,1175.3
2023-07-20,S03,A,96.39,3,0,0,3,903.7
2023-08-02,S03,A,109.45,4,0,0,2,1035.0
2023-03-21,S09,C,106.92,6,0,0,1,975.0
2023-01-09,S09,C,105.43,3,0,0,0,924.2
